sku-product,product-name,price,in-stock,prod-weight
MCS-MC200,MERCUSYS MC200 PAN/TILT 1080P INDOOR HOME SECURITY WIFI CAMERA,56.0,1,0.0
MCS-MC210,MERCUSYS MC210 PAN/TILT 2K 3MP INDOOR HOME SECURITY WIFI CAMERA,64.0,1,0.34
MCS-MC230,MERCUSYS MC230 PAN/TILT 3K 5MP INDOOR HOME SECURITY WIFI CAMERA,72.0,1,0.0
MCS-MC500,MERCUSYS MC500 PAN/TILT 1080P SMART OUTDOOR HOME SECURITY WIFI CAMERA,80.0,1,0.0
MCS-MC510,MERCUSYS MC510 PAN/TILT 2K 3MP SMART OUTDOOR HOME SECURITY WIFI CAMERA,88.0,1,0.0
MCS-ME10,MERCUSYS ME10 300MBPS WIFI RANGE EXTENDER,38.0,1,0.18
MCS-ME60X,MERCUSYS ME60X AX1800 DUAL BAND WIFI RANGE EXTENDER,88.0,1,0.0
MCS-ME80X,MERCUSYS ME80X AX3000 DUAL BAND WIFI RANGE EXTENDER,138.0,1,0.0
MCS-HALO H60X (3-PACK),MERCUSYS MESH AX1500 DUAL BAND WIFI 6,355.0,1,0.0
MCS-HALO H60X (2-PACK),MERCUSYS MESH AX1500 DUAL BAND WIFI 6,242.0,1,0.0
MCS-HALO H70X (2-PACK),MERCUSYS MESH AX1800 DUAL BAND WIFI 6,338.0,0,1.0
MCS-HALO H70X (3-PACK),MERCUSYS MESH AX1800 DUAL BAND WIFI 6,481.0,1,1.44
MCS-HALO H80X (2-PACK),MERCUSYS MESH AX3000 DUAL BAND WIFI 6,323.0,1,0.09
MCS-HALO H80X (3-PACK),MERCUSYS MESH AX3000 DUAL BAND WIFI 6,460.0,1,1.48
MCS-HALO H80X (1-PACK),MERCUSYS MESH AX3000 DUAL BAND WIFI 6,177.0,1,0.0
MCS-HALO H90X (3-PACK),MERCUSYS MESH AX3000 DUAL BAND WIFI 6,1295.0,0,0.0
MCS-HALO H90X (2-PACK),MERCUSYS MESH AX3000 DUAL BAND WIFI 6,882.0,0,0.0
MCS-HALO H27BE (2-PACK),MERCUSYS MESH BE3600 DUAL BAND WIFI 7,400.0,1,0.57
MCS-HALO H27BE (3-PACK),MERCUSYS MESH BE3600 DUAL BAND WIFI 7,605.0,1,0.0
MCS-HALO H30G (1-PACK),MERCUSYS MESH WIFI ROUTER AC1300 DUAL BAND GIGABIT,112.0,1,0.57
MCS-HALO H30G (2-PACK),MERCUSYS MESH WIFI ROUTER AC1300 DUAL BAND GIGABIT,200.0,1,0.91
MCS-HALO H30G (3-PACK),MERCUSYS MESH WIFI ROUTER AC1300 DUAL BAND GIGABIT,294.0,1,1.16
MCS-HALO H50G (1-PACK),MERCUSYS MESH WIFI ROUTER AC1900 DUAL BAND GIGABIT,152.0,0,0.67
MCS-MR47BE,MERCUSYS MR47BE BE9300 TRI-BAND WIFI 7 ROUTER,400.0,1,1.24
MCS-MS108GS,MERCUSYS MS108GS 8 PORT GIGABIT DESKTOP SWITCH (STEEL),64.0,0,0.44
MCS-MT110,MERCUSYS MT110 150 MBPS 4G LTE MOBILE WIFI,110.0,1,0.18
MCS-MT115,MERCUSYS MT115 150 MBPS 4G LTE MOBILE WIFI WITH TFT SCREEN DISPLAY,121.0,1,0.0
MCS-MW300RE,MERCUSYS RANGE EXTENDER WIFI 300MBPS,44.0,0,0.34
MCS-ME30,MERCUSYS RANGE EXTENDER WIFI AC1200 DUAL BAND,73.0,1,0.34
MCS-MR30G,"MERCUSYS ROUTER AC1200 DUAL BAND WIRELESS GIGABIT, 4 X ANTENNA",86.0,0,0.69
MCS-MR60X,MERCUSYS ROUTER AX1500 DUAL BAND HIGH GAIN MU-MIMO WIRELESS GIGABIT (WIFI 6),121.0,1,0.0
MCS-MR80X,MERCUSYS ROUTER AX3000 DUAL BAND HIGH GAIN MU-MIMO WIRELESS GIGABIT (WIFI 6),162.0,1,1.32
MCS-MR90X,MERCUSYS ROUTER AX6000 DUAL BAND 8-STREAM HIGH GAIN WIRELESS GIGABIT (WIFI 6),435.0,0,10.4
MCS-MR37BE,MERCUSYS ROUTER BE6500 TRI BAND WIFI 7,322.0,1,0.0
MCS-MW325R,"MERCUSYS ROUTER N 300MBPS, 4 10/100M LAN, 4 FIXED ANTENNAS",54.0,0,0.86
MCS-MS105G,MERCUSYS SWITCH 5-PORT MINI DESKTOP GIGABIT,38.0,1,0.2
MCS-MS108G,MERCUSYS SWITCH 8-PORT MINI DESKTOP GIGABIT,56.0,1,0.28
MCS-MU6H,MERCUSYS USB ADAPTER WIRELESS DUAL BAND AC650 HIGH GAIN,42.0,1,0.16
MCS-MW150US,"MERCUSYS USB ADAPTER WIRELESS N 150MBPS, NANO SIZE",13.8,1,0.09
MCS-MW300UM,"MERCUSYS USB ADAPTER WIRELESS N 300MBPS, MINI SIZE",18.5,1,0.06
